sequence_id	protein_count	time	method
1172179.SAMN02440811	8583	245.71	hmmsearch
1172185.SAMN02440967	5300	171.66	hmmsearch
1172190.SAMN02471177	2290	106.98	hmmsearch
1172194.SAMN02469573	4685	161.11	hmmsearch
1172562.SAMD00061064	2096	97.26	hmmsearch
1172565.SAMN04363576	2852	114.99	hmmsearch
1172567.SAMN02469977	6509	210.68	hmmsearch
1172626.SAMN03084318	3386	123.07	hmmsearch
1173020.SAMN02261345	5498	170.52	hmmsearch
1173021.SAMN02261344	4319	151.0	hmmsearch
1173022.SAMN02261349	4474	161.58	hmmsearch
1173023.SAMN02441755	6007	210.05	hmmsearch
1173024.SAMN02597161	7046	214.91	hmmsearch
1173025.SAMN02261348	3815	149.12	hmmsearch
1173026.SAMN02261347	4685	162.51	hmmsearch
1173027.SAMN02261351	6027	215.55	hmmsearch
1173028.SAMN02261253	6886	220.76	hmmsearch
1173029.SAMN02261255	4539	162.46	hmmsearch
1173111.SAMN05444955	3744	130.97	hmmsearch
1173263.SAMN02261356	3248	119.92	hmmsearch
1173264.SAMN02261357	5158	167.61	hmmsearch
1173584.SAMN05444851	3297	120.07	hmmsearch
1174501.SAMN05216192	5945	202.73	hmmsearch
1174504.SAMN00857837	4670	139.87	hmmsearch
1175296.SAMEA3138426	2589	99.4	hmmsearch
1175306.SAMN02469572	4655	155.64	hmmsearch
1176165.SAMN04317116	2123	107.87	hmmsearch
1176198.SAMN05444716	5234	181.31	hmmsearch
1176587.SAMN05003825	4619	167.43	hmmsearch
1177154.SAMN03076215	3778	137.5	hmmsearch
1177179.SAMN02471206	3416	127.17	hmmsearch
1177181.SAMN03076214	3266	128.12	hmmsearch
1177594.PRJEB4762	3146	115.98	hmmsearch
1177755.SAMN04915608	3175	117.43	hmmsearch
1177931.SAMN02471009	2104	100.06	hmmsearch
1177982.SAMN04489711	4724	164.06	hmmsearch
1178482.SAMN04216911	3993	159.17	hmmsearch
1178515.SAMN03287568	4098	152.54	hmmsearch
1178516.SAMN04395154	4815	178.59	hmmsearch
1178825.SAMN05216261	2965	135.97	hmmsearch
1179155.SAMN02666855	904	69.55	hmmsearch
1179225.SAMN02470141	3959	106.05	hmmsearch
1179672.SAMN06295817	4843	174.94	hmmsearch
1179773.SAMEA2272236	8427	254.89	hmmsearch
1179777.SAMN01730980	875	120.07	hmmsearch
1179778.SAMN02471701	5678	182.62	hmmsearch
118005.SAMN02471296	2536	113.8	hmmsearch
118060.SAMN04296136	3253	135.69	hmmsearch
118062.SAMEA4378819	2321	98.78	hmmsearch
118101.SAMN04288104	558	43.77	hmmsearch
118110.SAMN03483427	499	39.05	hmmsearch
118126.SAMEA4384483	2641	97.87	hmmsearch
118161.SAMN02261343	6616	208.0	hmmsearch
118163.SAMN02261346	4268	156.88	hmmsearch
118166.SAMN02261265	6298	196.55	hmmsearch
118168.SAMN02436227	8294	234.85	hmmsearch
118173.SAMN02261339	5338	177.68	hmmsearch
1182568.SAMN03285365	2617	100.54	hmmsearch
1182571.SAMN03218061	2904	113.86	hmmsearch
1183377.SAMN02603491	1748	93.38	hmmsearch
1183431.SAMEA3722813	6122	179.74	hmmsearch
1183432.SAMEA3722808	5420	166.23	hmmsearch
1183434.SAMEA3722818	4495	145.73	hmmsearch
1183438.SAMN02604186	4507	147.73	hmmsearch
1184151.SAMN04441843	5066	216.4	hmmsearch
1184251.SAMN02603096	1414	69.84	hmmsearch
1184267.SAMN02604325	2618	107.44	hmmsearch
1184609.SAMD00041770	4422	149.99	hmmsearch
1185325.SAMN02471360	2031	112.61	hmmsearch
1185652.SAMN02641503	6115	184.7	hmmsearch
1185653.SAMN05366139	3437	124.14	hmmsearch
1185766.SAMN05216224	4142	139.19	hmmsearch
1185767.SAMN06732891	4103	160.06	hmmsearch
1185843.SAMD00039863	4994	175.62	hmmsearch
1185876.PRJEB30	6181	211.16	hmmsearch
1186051.SAMN02604334	573	47.37	hmmsearch
1186196.SAMN04489841	4690	150.7	hmmsearch
1187848.SAMN02470475	3908	145.63	hmmsearch
1187851.SAMN02469994	4490	139.6	hmmsearch
1188229.SAMN05853575	2990	118.13	hmmsearch
1188233.SAMN02471342	615	59.8	hmmsearch
1188234.SAMN02471609	601	62.62	hmmsearch
1188235.SAMN02471345	677	70.31	hmmsearch
1188239.SAMN02952979	674	70.91	hmmsearch
1188252.SAMN02470453	2981	129.56	hmmsearch
1188319.SAMD00025396	2639	105.21	hmmsearch
1188.SAMN03450030	9972	259.22	hmmsearch
1189612.SAMN02469969	4656	160.38	hmmsearch
1189619.SAMN02471957	2908	127.0	hmmsearch
1189620.SAMN02471958	3529	125.49	hmmsearch
1189621.SAMN02469971	3103	107.23	hmmsearch
118967.SAMN02745191	2333	109.87	hmmsearch
119000.SAMN05661010	3831	144.27	hmmsearch
1190415.SAMN05216593	5540	181.4	hmmsearch
1190417.SAMN05660690	4491	150.01	hmmsearch
1190603.SAMN02470474	4410	157.13	hmmsearch
1190620.SAMN02344600	1335	86.43	hmmsearch
1191459.SAMN03799769	5482	210.24	hmmsearch
1191523.SAMN02603097	2840	133.07	hmmsearch
1191699.SAMN02471015	3376	131.78	hmmsearch
1192034.SAMN02952950	9037	298.55	hmmsearch
1192054.SAMN03287307	3491	123.46	hmmsearch
119206.SAMN04419112	1733	93.97	hmmsearch
1192124.SAMN02689377	4989	166.35	hmmsearch
1192197.SAMN00996448	4743	161.96	hmmsearch
119224.SAMN03955537	1619	82.77	hmmsearch
1192759.SAMN02470887	4014	141.08	hmmsearch
1192864.SAMN02436412	4199	131.87	hmmsearch
1192866.SAMN01036874	5111	128.71	hmmsearch
1192868.SAMEA2271990	4541	142.12	hmmsearch
1193011.SAMN02436574	4113	148.87	hmmsearch
1193051.SAMN02436259	3969	151.68	hmmsearch
1193069.SAMN02436578	4206	152.73	hmmsearch
1193128.SAMN02470079	1611	94.26	hmmsearch
1193181.PRJEB34	3106	114.65	hmmsearch
1193182.PRJEB35	4234	127.05	hmmsearch
1193502.SAMN05726051	2965	126.41	hmmsearch
1193518.PRJEB37	3816	124.86	hmmsearch
1193532.SAMEA3545389	2693	108.74	hmmsearch
1193532.SAMEA3545390	2990	116.94	hmmsearch
1193534.SAMEA3545394	3906	128.6	hmmsearch
1193682.SAMN05860870	6191	208.2	hmmsearch
1193713.SAMN04544314	5478	173.51	hmmsearch
1193729.SAMN02604248	1498	50.66	hmmsearch
1194083.PRJEB36	4671	144.24	hmmsearch
1194088.SAMN02470121	3042	121.26	hmmsearch
1194090.SAMN05443144	4293	171.55	hmmsearch
1194165.SAMEA3138423	3665	135.74	hmmsearch
1194526.SAMN02604131	2335	133.75	hmmsearch
1195236.SAMN02471873	5302	191.98	hmmsearch
1195246.SAMN02470206	3159	140.94	hmmsearch
1195760.SAMN05444281	2740	124.8	hmmsearch
1195763.SAMN03702590	4368	151.31	hmmsearch
1196031.SAMN02470179	5222	167.62	hmmsearch
1196083.SAMN02677640	2303	93.4	hmmsearch
1196094.SAMN03081540	2299	105.39	hmmsearch
1196095.SAMN02676578	1997	98.88	hmmsearch
1196095.SAMN03081539	2803	117.7	hmmsearch
1196095.SAMN05179580	2315	106.75	hmmsearch
1196095.SAMN05179581	2267	105.27	hmmsearch
1196095.SAMN05179584	2351	107.26	hmmsearch
1196095.SAMN05179585	2608	113.02	hmmsearch
1196095.SAMN05179586	2293	105.01	hmmsearch
1196095.SAMN05179587	2095	106.23	hmmsearch
1196095.SAMN05179593	2042	108.47	hmmsearch
1196095.SAMN05179597	2077	102.87	hmmsearch
1196095.SAMN05179598	2284	101.68	hmmsearch
1196095.SAMN05179599	2216	101.04	hmmsearch
1196095.SAMN05179609	2334	101.82	hmmsearch
1196095.SAMN05179621	2505	102.04	hmmsearch
1196322.SAMN01813472	5778	187.73	hmmsearch
1196323.SAMN02471152	6235	193.69	hmmsearch
1196324.SAMN02471793	3850	128.78	hmmsearch
1196353.SAMN05444921	7176	219.24	hmmsearch
119641.SAMN05421842	3514	136.01	hmmsearch
1196421.SAMN01041250	548	46.04	hmmsearch
1196835.SAMN02603608	4300	148.36	hmmsearch
1197325.SAMN02603734	652	44.25	hmmsearch
1197477.SAMN02903170	2316	109.87	hmmsearch
1197717.SAMN05441363	3108	128.08	hmmsearch
1197720.SAMN02472166	3528	124.08	hmmsearch
1197728.PRJEB56	3608	117.38	hmmsearch
1197874.SAMN03651237	3529	139.96	hmmsearch
1197906.PRJEB78	5162	159.84	hmmsearch
1198114.SAMN00013395	3698	137.47	hmmsearch
1198245.SAMN05444858	6045	195.23	hmmsearch
1198317.SAMN04102814	5103	172.8	hmmsearch
1198449.SAMD00061006	1645	77.13	hmmsearch
1198452.SAMN02415236	5976	213.84	hmmsearch
119858.SAMEA88385668	4678	151.12	hmmsearch
1199154.SAMN03292482	2560	103.34	hmmsearch
1199245.SAMN02604351	918	55.85	hmmsearch
1200352.SAMN02603028	2369	106.39	hmmsearch
1200557.SAMN02744020	2590	114.9	hmmsearch
1200721.SAMN02910289	1992	119.92	hmmsearch
1200747.SAMN02910368	2740	126.48	hmmsearch
1200749.SAMN04487760	2371	117.99	hmmsearch
1200751.SAMN02910436	2887	122.75	hmmsearch
1201288.SAMN02436250	3292	135.58	hmmsearch
1201290.SAMN02436194	3065	135.7	hmmsearch
1201293.SAMN02470165	4249	158.7	hmmsearch
1201294.SAMEA2272323	2580	100.13	hmmsearch
1202450.SAMN01918491	3728	130.87	hmmsearch
1202536.SAMN02641648	190	17.18	hmmsearch
1202537.SAMN02641649	190	16.65	hmmsearch
1202538.SAMN02604335	192	17.11	hmmsearch
1202539.SAMN02641650	180	16.74	hmmsearch
1202540.SAMN02641651	182	16.89	hmmsearch
1202724.SAMN04015015	3841	147.18	hmmsearch
1202768.SAMN05216285	4090	148.49	hmmsearch
1202785.SAMN02996356	1805	86.13	hmmsearch
1202962.SAMN02441661	4112	160.16	hmmsearch
1203076.PRJEB104	1907	105.54	hmmsearch
1203190.PRJEB67	2374	104.39	hmmsearch
1203261.SAMN02470450	1455	61.07	hmmsearch
1203554.SAMN02596980	2412	114.07	hmmsearch
1203566.SAMN02597001	2356	103.17	hmmsearch
1203568.SAMN02596992	2133	104.27	hmmsearch
1203573.SAMN02597019	1803	99.96	hmmsearch
1203590.SAMN02596978	1660	87.73	hmmsearch
1203602.SAMN02596982	1474	87.16	hmmsearch
1203605.SAMN02596989	2524	103.31	hmmsearch
1203610.SAMN03383453	5358	202.96	hmmsearch
1203619.SAMN02596999	2385	111.28	hmmsearch
1203624.SAMN02596997	2067	110.42	hmmsearch
1204719.PRJEB57	2070	113.64	hmmsearch
1204725.SAMN02471940	2519	99.57	hmmsearch
1205680.PRJEB111	5673	175.43	hmmsearch
1205681.SAMEA2272486	1867	84.81	hmmsearch
1205910.SAMN02603688	5508	163.71	hmmsearch
1206085.SAMN05443575	4182	162.1	hmmsearch
1206101.SAMN02597259	6313	222.64	hmmsearch
1206103.SAMN02469613	3570	140.93	hmmsearch
1206109.SAMN02604336	256	23.26	hmmsearch
1206458.SAMD00019870	4728	149.49	hmmsearch
1206723.SAMD00041774	7776	224.64	hmmsearch
1206725.SAMD00041812	6757	186.74	hmmsearch
1206730.SAMD00041767	6296	202.31	hmmsearch
1206731.SAMD00041792	9629	274.93	hmmsearch
1206733.SAMD00041766	7641	222.45	hmmsearch
1206734.SAMD00041773	5366	179.81	hmmsearch
1206735.SAMD00041777	7167	219.59	hmmsearch
1206737.SAMD00041769	6763	208.48	hmmsearch
1206739.SAMD00041772	6765	199.06	hmmsearch
1206741.SAMD00041781	8404	241.08	hmmsearch
1206743.SAMD00041771	6086	196.98	hmmsearch
1206744.SAMD00041825	7793	225.44	hmmsearch
1206781.SAMN02470017	6234	188.6	hmmsearch
1207055.SAMN02471157	4513	144.18	hmmsearch
1207058.SAMN02746326	3252	119.49	hmmsearch
1207063.SAMN02471166	3754	134.97	hmmsearch
1207075.SAMN02604261	5423	177.8	hmmsearch
1208104.SAMN02472129	4362	145.41	hmmsearch
1208321.SAMN02471158	3576	131.56	hmmsearch
1208323.SAMN02471168	4198	137.51	hmmsearch
1208324.SAMN03280159	4389	142.09	hmmsearch
1208365.SAMN02436393	1403	74.43	hmmsearch
1208583.SAMN02641486	2038	108.71	hmmsearch
1208599.SAMN02469794	5036	168.27	hmmsearch
1208600.SAMN02469795	5282	165.97	hmmsearch
1208918.SAMN02641642	728	56.95	hmmsearch
1208919.SAMN02641643	742	57.52	hmmsearch
1208920.SAMN02641644	694	54.47	hmmsearch
1208921.SAMN02641645	727	56.76	hmmsearch
1208923.SAMN02641518	715	55.32	hmmsearch
1209072.SAMN03107408	4306	171.56	hmmsearch
120956.SAMN05421791	1892	103.64	hmmsearch
1209984.SAMEA3138978	7675	223.59	hmmsearch
1209989.SAMN00713617	2524	109.37	hmmsearch
1210005.SAMN02469568	3335	127.35	hmmsearch
1210046.SAMN02470608	3070	113.15	hmmsearch
1210062.SAMD00040643	7106	209.13	hmmsearch
1210063.SAMD00018780	6597	203.94	hmmsearch
1210064.SAMD00018774	8866	259.97	hmmsearch
1210065.SAMD00018767	7824	229.64	hmmsearch
1210067.SAMD00040645	6529	192.49	hmmsearch
1210068.SAMD00040646	6830	203.49	hmmsearch
1210069.SAMD00018775	6083	201.01	hmmsearch
1210074.SAMD00040653	5595	177.94	hmmsearch
1210077.SAMD00040655	7403	231.77	hmmsearch
1210082.SAMD00040656	7221	215.71	hmmsearch
1210083.SAMD00040658	7260	223.06	hmmsearch
1210084.SAMD00018779	9558	270.58	hmmsearch
1210086.SAMD00040662	7957	240.41	hmmsearch
1210087.SAMD00040665	5655	184.92	hmmsearch
1210088.SAMD00018769	7585	227.72	hmmsearch
1210089.SAMD00018777	8179	242.21	hmmsearch
1210090.SAMD00040663	7126	214.4	hmmsearch
1210094.SAMD00018778	6773	203.69	hmmsearch
1210096.SAMD00040669	6157	192.15	hmmsearch
1210098.SAMD00040668	8495	239.06	hmmsearch
1210099.SAMD00018773	8374	239.6	hmmsearch
1210100.SAMD00040667	8041	233.83	hmmsearch
1210101.SAMD00040671	7009	216.65	hmmsearch
1210884.PRJEB621	8024	249.57	hmmsearch
1211112.SAMN02469873	4753	165.14	hmmsearch
1211326.SAMN06554014	6779	228.59	hmmsearch
1211777.PRJEB128	6356	176.81	hmmsearch
1211813.SAMEA2272467	2261	106.18	hmmsearch
1211814.SAMEA2272318	4386	147.43	hmmsearch
1211815.PRJEB371	3735	129.55	hmmsearch
1211817.SAMEA3138979	4044	156.44	hmmsearch
1211819.PRJEB187	3442	129.1	hmmsearch
1211820.SAMEA2785594	8222	166.63	hmmsearch
1211843.SAMEA2821497	2407	116.62	hmmsearch
1211844.PRJEB377	3438	123.83	hmmsearch
1212489.SAMN04274770	3147	137.56	hmmsearch
1212491.SAMEA2785663	3592	151.8	hmmsearch
1212545.SAMN02470290	2439	109.73	hmmsearch
1212548.SAMN02471580	4321	152.48	hmmsearch
1212765.SAMN02603732	925	54.81	hmmsearch
121290.SAMN04159840	3495	118.46	hmmsearch
121292.SAMN04332703	4390	147.7	hmmsearch
1214065.SAMD00036624	3385	128.46	hmmsearch
1214101.SAMEA2272568	8503	251.02	hmmsearch
1214117.SAMN02415229	2835	106.4	hmmsearch
1214166.SAMN02469537	2035	99.4	hmmsearch
1214225.SAMN02469423	3506	118.39	hmmsearch
1214242.SAMN02603029	7007	227.61	hmmsearch
1215089.SAMN05366366	3211	127.82	hmmsearch
1215104.SAMD00018431	5735	199.23	hmmsearch
1215114.SAMN02441530	4448	155.54	hmmsearch
1215115.SAMN02743900	4836	164.61	hmmsearch
1215343.SAMN02604174	1378	72.4	hmmsearch
1215915.PRJEB218	2359	90.28	hmmsearch
1216006.SAMEA4552037	4567	161.04	hmmsearch
121616.SAMN04488017	6633	206.84	hmmsearch
1216932.SAMEA3138942	3292	134.92	hmmsearch
1216962.SAMEA2272416	1927	80.8	hmmsearch
1216968.SAMD00046481	3212	121.25	hmmsearch
1216969.SAMD00046480	2997	120.65	hmmsearch
1216970.SAMD00046487	3258	122.74	hmmsearch
1216972.SAMD00046504	3521	123.99	hmmsearch
1216973.SAMD00046503	3599	130.33	hmmsearch
1217052.SAMN03174118	5224	171.33	hmmsearch
121719.SAMN04158710	4701	154.43	hmmsearch
1217692.SAMN01087856	3206	134.65	hmmsearch
1217693.SAMN01087857	3348	128.42	hmmsearch
1217694.SAMN01087858	3816	139.97	hmmsearch
1217698.SAMN01087862	3617	139.17	hmmsearch
1217705.SAMN01087869	3657	134.15	hmmsearch
1217708.SAMN01828129	3581	137.88	hmmsearch
1217718.SAMN02471864	5259	174.98	hmmsearch
1217721.SAMN02899689	3811	143.31	hmmsearch
1217799.SAMN03068710	1932	90.91	hmmsearch
1217970.SAMN05444002	4020	145.42	hmmsearch
1218074.SAMD00000367	5815	194.23	hmmsearch
1218075.SAMD00000368	7608	231.45	hmmsearch
1218076.SAMD00000356	7224	217.98	hmmsearch
1218078.SAMD00017340	5795	187.63	hmmsearch
1218086.SAMD00019865	4244	154.28	hmmsearch
1218092.SAMD00045731	2586	114.38	hmmsearch
1218108.SAMN02440982	3547	133.13	hmmsearch
1218113.SAMD00046734	4352	149.37	hmmsearch
1218173.SAMN02470564	3745	128.44	hmmsearch
121821.SAMN05717330	3342	123.22	hmmsearch
1218352.SAMN02470828	4464	148.78	hmmsearch
1218492.SAMN03275731	1506	95.56	hmmsearch
1218493.SAMN03271965	1865	104.19	hmmsearch
1218495.SAMN03275710	1270	92.19	hmmsearch
1218506.SAMN03275734	1878	109.32	hmmsearch
1218507.SAMN03275746	1783	94.92	hmmsearch
1218508.SAMN03271966	1572	89.23	hmmsearch
1218591.SAMN02436568	4205	145.18	hmmsearch
1218598.SAMN02436408	3927	135.26	hmmsearch
1218599.SAMN02436569	3912	144.37	hmmsearch
1219011.SAMD00046763	4183	152.75	hmmsearch
1219020.SAMD00046775	4766	145.66	hmmsearch
1219023.SAMD00046764	4275	147.22	hmmsearch
1219029.SAMD00046770	5837	189.57	hmmsearch
1219030.SAMD00046765	5877	182.31	hmmsearch
1219032.SAMD00018640	4121	151.06	hmmsearch
1219033.SAMD00046709	4095	145.93	hmmsearch
1219036.SAMD00046760	3586	130.4	hmmsearch
1219040.SAMD00046753	4385	148.51	hmmsearch
1219041.SAMD00046751	4644	158.07	hmmsearch
1219043.SAMD00018692	3152	119.49	hmmsearch
1219048.SAMD00046754	4775	159.83	hmmsearch
1219051.SAMD00046727	4324	149.06	hmmsearch
1219052.SAMD00046752	4203	142.97	hmmsearch
1219053.SAMD00046712	6018	198.57	hmmsearch
1219055.SAMD00046719	3420	119.44	hmmsearch
1219058.SAMN04046241	3692	126.28	hmmsearch
1219065.SAMD00041816	4350	153.83	hmmsearch
1219077.SAMD00041797	4158	152.88	hmmsearch
1219080.SAMD00041795	3211	134.13	hmmsearch
1219356.SAMD00046735	4501	158.58	hmmsearch
1219360.SAMD00046721	4536	166.66	hmmsearch
1219361.SAMD00046497	4947	188.16	hmmsearch
1219375.SAMN02469933	4666	171.06	hmmsearch
1219383.SAMN05421733	2502	118.09	hmmsearch
1219585.SAMN02850927	1003	83.45	hmmsearch
1219.SAMEA3368574	1562	69.09	hmmsearch
1219.SAMEA3368575	1417	66.03	hmmsearch
1219.SAMEA3368576	1650	72.19	hmmsearch
1219.SAMEA3368577	1666	70.49	hmmsearch
1220495.SAMN05216288	4434	163.21	hmmsearch
1220534.SAMN01813472	2411	101.56	hmmsearch
1220535.SAMN02469922	1890	93.55	hmmsearch
1220551.SAMN02739851	2237	114.77	hmmsearch
1220554.SAMD00046498	8332	251.68	hmmsearch
1220559.SAMD00046515	8445	239.25	hmmsearch
1220563.SAMD00046499	7217	220.67	hmmsearch
1220564.SAMD00046507	8091	243.17	hmmsearch
1220567.SAMD00046516	5816	186.98	hmmsearch
1220571.SAMD00045739	3280	122.99	hmmsearch
1220572.SAMD00045735	2750	107.96	hmmsearch
1220573.SAMD00046314	3541	125.25	hmmsearch
1220578.SAMD00018683	4759	177.44	hmmsearch
1220580.SAMD00046501	3717	135.9	hmmsearch
1220583.SAMD00041806	4613	156.65	hmmsearch
1220584.SAMD00046479	3611	133.44	hmmsearch
1220586.SAMD00046315	3083	125.97	hmmsearch
1220589.SAMN02953199	4109	141.97	hmmsearch
1221450.SAMN05934486	5468	167.47	hmmsearch
1221500.SAMN03651894	4145	144.35	hmmsearch
1221500.SAMN04419313	4056	145.39	hmmsearch
1221522.SAMN01112396	6150	200.18	hmmsearch
1221525.PRJEB364	1967	80.53	hmmsearch
122202.SAMN03653484	4282	153.25	hmmsearch
1223410.SAMN02988278	2939	126.58	hmmsearch
1223489.SAMD00040660	6697	199.01	hmmsearch
1223494.SAMD00045733	2398	111.52	hmmsearch
1223502.SAMD00045741	3468	127.53	hmmsearch
1223505.SAMD00046494	3721	133.26	hmmsearch
1223515.SAMN03283197	2545	106.75	hmmsearch
1223517.SAMD00046471	2810	116.58	hmmsearch
1223520.SAMD00046741	2255	102.39	hmmsearch
1223521.SAMD00018641	3176	131.92	hmmsearch
1223523.SAMN02470112	6422	205.66	hmmsearch
1223525.SAMD00046520	3357	133.83	hmmsearch
1223536.SAMD00046514	3875	141.09	hmmsearch
1223541.SAMD00047212	4216	148.72	hmmsearch
1223543.SAMD00041809	4191	150.31	hmmsearch
1223545.SAMD00041810	4907	164.58	hmmsearch
1223546.SAMD00040652	6053	182.4	hmmsearch
1223547.SAMN02645364	6914	213.22	hmmsearch
1223548.SAMD00040659	6763	213.21	hmmsearch
122355.SAMN04490201	4710	162.96	hmmsearch
1223566.SAMN02469422	6907	208.53	hmmsearch
1223570.SAMN02470097	4248	156.61	hmmsearch
1223802.SAMD00061036	3587	132.78	hmmsearch
1224136.SAMN02470049	4217	154.24	hmmsearch
1224162.SAMN02800399	2420	104.92	hmmsearch
1224163.SAMN02603057	2545	108.66	hmmsearch
1224164.SAMN03081455	2577	108.8	hmmsearch
1224749.SAMN03021535	3286	125.36	hmmsearch
1224947.SAMN05216480	3725	145.24	hmmsearch
1225127.SAMN05661030	4159	145.02	hmmsearch
1225179.SAMN02603022	1203	76.42	hmmsearch
1225184.SAMN02471853	4754	165.0	hmmsearch
1225341.SAMD00000371	5562	122.08	hmmsearch
1225476.SAMN04544940	1245	83.98	hmmsearch
1225564.SAMN03652542	5674	161.01	hmmsearch
1225647.SAMN03996103	4281	143.21	hmmsearch
1225655.SAMN03988207	3532	119.77	hmmsearch
1225657.SAMN03988185	3527	117.54	hmmsearch
1225660.SAMN03891582	4343	142.55	hmmsearch
1225785.SAMN02470098	3878	145.12	hmmsearch
1226325.SAMN02436820	6954	201.03	hmmsearch
1226327.SAMN05421732	2877	120.78	hmmsearch
1226968.SAMN04858219	2833	114.45	hmmsearch
1226994.SAMN02470611	6184	193.34	hmmsearch
1227077.SAMN04515668	4970	180.07	hmmsearch
1227261.SAMN02436889	2320	96.26	hmmsearch
1227266.SAMN02436819	2778	109.88	hmmsearch
1227268.SAMN02436883	2482	98.87	hmmsearch
1227272.SAMN02436880	1978	97.62	hmmsearch
1227276.SAMN02436813	2914	122.61	hmmsearch
1227363.SAMN02469940	1519	88.35	hmmsearch
1227453.SAMN02471638	4235	145.47	hmmsearch
1227454.SAMN02471660	3535	129.75	hmmsearch
1227455.SAMN02471639	3441	118.16	hmmsearch
1227456.SAMN02471636	4079	135.33	hmmsearch
1227457.SAMN02471640	4032	133.85	hmmsearch
1227465.SAMN02471648	3456	123.5	hmmsearch
1227466.SAMN02471634	3463	121.8	hmmsearch
1227481.SAMN02471650	2931	116.02	hmmsearch
1227482.SAMN02471632	3220	124.7	hmmsearch
1227484.SAMN02471663	3232	122.09	hmmsearch
1227488.SAMN02471629	4563	148.39	hmmsearch
1227490.SAMN02471651	3131	120.91	hmmsearch
1227492.SAMN02471674	4032	154.44	hmmsearch
1227493.SAMN02471673	3852	153.6	hmmsearch
1227496.SAMN02471670	4160	138.08	hmmsearch
1227497.SAMN02471669	4318	146.71	hmmsearch
1227498.SAMN02471624	4417	133.65	hmmsearch
1227499.SAMN02471623	4401	151.07	hmmsearch
1227500.SAMN02471622	3981	145.46	hmmsearch
1227549.SAMN05444007	4014	142.9	hmmsearch
1227555.SAMN02999931	2216	89.38	hmmsearch
1227739.SAMN03081528	4305	150.48	hmmsearch
1228987.SAMD00061037	1756	82.75	hmmsearch
1229172.SAMN02953965	5715	177.55	hmmsearch
1229203.SAMN02471195	2966	119.32	hmmsearch
1229205.SAMN02603523	5780	189.46	hmmsearch
1229276.SAMN02722725	3969	155.65	hmmsearch
1229486.SAMN02471199	5958	192.38	hmmsearch
1229489.SAMN02471194	3468	129.38	hmmsearch
1229512.SAMD00061034	583	47.93	hmmsearch
1229520.SAMN02951878	2182	107.88	hmmsearch
1229521.SAMN02951920	4020	145.42	hmmsearch
1229726.SAMN05231554	3634	140.45	hmmsearch
1229727.SAMN04563574	4477	142.21	hmmsearch
1229756.SAMN02603178	1796	92.22	hmmsearch
1229758.SAMN02603179	1548	81.33	hmmsearch
1229780.PRJEB410	4245	137.11	hmmsearch
1229783.SAMN02469970	2324	116.46	hmmsearch
1229831.SAMN02216823	940	77.67	hmmsearch
1229908.SAMN02603137	1890	81.71	hmmsearch
1229909.SAMN02603138	1974	84.53	hmmsearch
1230338.SAMN02472058	1823	98.68	hmmsearch
1230341.SAMN03571250	2629	113.1	hmmsearch
1230342.SAMN02732493	5262	174.6	hmmsearch
1230451.SAMN02471678	4105	141.99	hmmsearch
1230453.SAMN02471641	3848	146.36	hmmsearch
1230454.SAMN02471664	2981	122.91	hmmsearch
1230455.SAMN02471647	3247	123.66	hmmsearch
1230456.SAMN02471633	3433	121.95	hmmsearch
1230457.SAMN02471681	3521	123.03	hmmsearch
1230458.SAMN02471680	4374	145.91	hmmsearch
1230460.SAMN02471621	3428	123.51	hmmsearch
1230476.SAMN01893863	7112	209.17	hmmsearch
1230734.SAMN02850931	1151	87.66	hmmsearch
1231063.SAMEA2826820	3491	127.84	hmmsearch
1231185.SAMD00013635	4895	141.59	hmmsearch
1231241.SAMN03143094	1804	99.04	hmmsearch
1231336.SAMN02469385	3142	125.81	hmmsearch
1231339.SAMD00036631	2757	111.29	hmmsearch
1231340.SAMD00036632	2977	120.75	hmmsearch
1231341.SAMD00036633	2561	106.46	hmmsearch
1231343.SAMD00036635	2465	101.71	hmmsearch
1231391.SAMN01164170	3546	132.35	hmmsearch
1231392.SAMN02471016	2840	110.69	hmmsearch
1231623.SAMD00036627	3154	121.13	hmmsearch
1231624.SAMD00019081	2758	114.34	hmmsearch
1231626.SAMEA2272294	839	59.63	hmmsearch
1231.SAMN05216402	3141	119.83	hmmsearch
1231.SAMN05216404	3450	118.23	hmmsearch
1231.SAMN05216412	2973	119.58	hmmsearch
1231.SAMN05216417	3318	117.9	hmmsearch
123214.SAMN02604029	1981	107.49	hmmsearch
1232219.SAMD00011631	3448	120.16	hmmsearch
1232410.SAMN02469593	4049	149.31	hmmsearch
1232428.PRJEB645	2495	103.88	hmmsearch
1232429.SAMEA2272581	2499	105.95	hmmsearch
1232431.SAMEA3307865	6348	186.27	hmmsearch
1232436.SAMEA2272249	1982	108.88	hmmsearch
1232437.SAMN02692668	5275	157.82	hmmsearch
1232447.SAMD00004028	3494	123.52	hmmsearch
1232675.SAMN01178441	2144	94.43	hmmsearch
1232681.SAMN02470014	4826	166.64	hmmsearch
1232683.SAMN02745957	4143	154.14	hmmsearch
1232866.SAMEA3731256	9277	259.61	hmmsearch
123320.SAMN06309945	2808	126.1	hmmsearch
1233231.SAMN03274355	5683	181.32	hmmsearch
1233951.SAMN02924067	3367	129.99	hmmsearch
1233.SAMN05216387	2867	113.03	hmmsearch
1234364.SAMN02470943	4055	154.53	hmmsearch
